ID,Line,Severity,Issue summary,Issue description,Property names,Property values,Error blocks capability,Capabilities
67f85be3a09e6c2d8ff3b45f,16,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"The 100% cotton unisex classic tee will help you land a more structured look. It sits nicely, maintains sharp lines around the edges, and goes perfectly with layered streetwear outfits. Plus, it&#39;s extra trendy now! <br />
<br />
• 100% cotton<br />
• Sport Grey is 90% cotton, 10% polyester<br />
• Ash Grey is 99% cotton, 1% polyester<br />
• Heather colors are 50% cotton, 50% polyester<br />
• Fabric weight: 5.0–5.3 oz/yd² (170-180 g/m²) <br />
• Open-end yarn<br />
• Tubular fabric<br />
• Taped neck and shoulders<br />
• Double seam at sleeves and bottom hem<br />
• Blank product sourced from Honduras, Nicaragua, Haiti, Dominican Republic, Bangladesh, Mexico<br />
<br />
Disclaimers: <br />
• Due to the fabric properties, the White color variant may appear off-white rather than bright white.<br />
• Dark color speckles throughout the fabric are expected for the color Natural.<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
• Traceability:<br />
- Knitting—Honduras, the Dominican Republic<br />
- Dyeing—Honduras, the Dominican Republic<br />
- Manufacturing—Nicaragua, Honduras, Haiti, El Salvador, or the Dominican Republic<br />
• Contains 0% recycled polyester<br />
• Contains 0% dangerous substances<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
Other compliance information: Meets the flammability, lead, cadmium, phthalates and formaldehyde level requirements.<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67f85be3a09e6c2d8ff3b45f,16,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,fuck-the-polite-unisex-classic-tee,False,
67f85be3a09e6c2d8ff3b45f,16,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67f942900c327713e99989ad,17,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"This silky-feel pajama top is wonderful as part of nightwear and doubles as stylish loungewear. The high-quality satin material will make you feel comfy, beautiful, and pampered.<br />
<br />
• 100% Polyester<br />
• Luxurious, silky-feel fabric<br />
• Fabric weight: 2.65 oz./yd.² (90 g/m²)<br />
• Relaxed fit<br />
• Blank product sourced from China<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67f942900c327713e99989ad,17,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,all-over-print-womens-short-sleeve-pajama-top,False,
67f942900c327713e99989ad,17,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67f9470b0c327713e9998fa0,18,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"This unisex tee has a classic v-neck cut and fits like a well-loved favorite. <br />
<br />
• 100% combed ring-spun cotton<br />
• Pre-shrunk fabric<br />
• Fabric weight: 4.2 oz/yd² (142 g/m²)<br />
• Regular fit<br />
• Side-seamed construction<br />
• Coverstitched v-neck and hemmed sleeves<br />
• Shoulder-to-shoulder taping<br />
• Blank product sourced from Nicaragua, Guatemala, or the US<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
Other compliance information: Meets the flammability level requirements.<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67f9470b0c327713e9998fa0,18,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,embrace-the-chaos-unisex-short-sleeve-v-neck-t-shirt,False,
67f9470b0c327713e9998fa0,18,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67f95f050c327713e999ad46,19,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"This t-shirt is everything you&#39;ve dreamed of and more. It feels soft and lightweight, with the right amount of stretch. It&#39;s comfortable and flattering for all. <br />
<br />
• 100% combed and ring-spun cotton (Heather colors contain polyester)<br />
• Fabric weight: 4.2 oz./yd.² (142 g/m²)<br />
• Pre-shrunk fabric<br />
• Side-seamed construction<br />
• Shoulder-to-shoulder taping<br />
• Blank product sourced from Nicaragua, Mexico, Honduras, or the US<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
• Traceability:<br />
- Weaving—India, South Korea<br />
- Dyeing—El Salvador, California<br />
- Manufacturing—Nicaragua, Mexico, Honduras, or the US<br />
• Contains 0% recycled polyester<br />
• Contains 0% dangerous substances<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67f95f050c327713e999ad46,19,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,silente-judgement-unisex-t-shirt,False,
67f95f050c327713e999ad46,19,Recommended to improve quality,Information in these fields should be 4096 characters or less,Make item image_link easier to read by keeping them under 4096 characters.,image_link,https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396071953-V3FVIIRNMUIG3FQG54IR/unisex-staple-t-shirt-black-heather-front-67f95ef9e402b.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396041959-QO5HRHMTZLMPP95VMFS3/unisex-staple-t-shirt-red-front-67f95ef9c3ab0.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396045337-2TJ1LH0JC2VX18SOH01T/unisex-staple-t-shirt-red-front-67f95ef9c7d9c.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396048859-Z5IOSVQCYG90HCR67QOF/unisex-staple-t-shirt-red-front-67f95ef9cc291.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396052368-SVYB7PWTYZRKIVAQC01F/unisex-staple-t-shirt-red-front-67f95ef9cf3fa.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396054732-P98HU7W7NDGNRQ4O0LZJ/unisex-staple-t-shirt-red-front-67f95ef9d229f.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396058926-7QDW7G4T43OGZVCD8OY1/unisex-staple-t-shirt-red-front-67f95ef9d46a8.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396060743-P1PZHDR0XPUPX3WN3L1I/unisex-staple-t-shirt-red-front-67f95ef9d6bb8.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396062682-QF7KA9UFRFSI3PNHG6P4/unisex-staple-t-shirt-red-front-67f95ef9d9c7d.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396064948-W449DW3TJXWERNSKY5HY/unisex-staple-t-shirt-red-front-2-67f95ef9dd601.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396066882-CGP86GFS7S4AW6M6V4NN/unisex-staple-t-shirt-red-front-67f95ef9e0524.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396069028-CL419ALOO22URBI5V9MC/unisex-staple-t-shirt-black-heather-front-2-67f95ef9e31cf.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396074124-55AZOXYHZG66J03ST0G6/unisex-staple-t-shirt-black-heather-front-67f95ef9e4cae.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396075895-L5L6T81C0FET3V7UFNID/unisex-staple-t-shirt-black-heather-front-67f95ef9e5a69.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396078958-2ISGU5XWAC863UQC6YS9/unisex-staple-t-shirt-black-heather-front-67f95ef9e6881.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396080895-1LXEVCLLY9Y0N02AL6TC/unisex-staple-t-shirt-black-heather-front-67f95ef9e78c3.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396082889-OVLZC1TDPBFH4EISEV59/unisex-staple-t-shirt-black-heather-front-67f95ef9e85bf.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396084958-OIHRK83953XYOX6ZA7U8/unisex-staple-t-shirt-black-heather-front-67f95ef9e912e.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396089824-53Y91P6L8OGR2M28POMX/unisex-staple-t-shirt-black-heather-front-67f95ef9e9c5e.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396091798-EEUERUZ02YETAJ48B3TI/unisex-staple-t-shirt-black-heather-front-67f95ef9ea8bc.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396094924-6BE54L2HJ76SDF21XQ99/unisex-staple-t-shirt-black-heather-front-67f95ef9eb56d.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396097524-UVLSJ3B3FY660UROMKG4/unisex-staple-t-shirt-black-heather-front-67f95ef9ec4c1.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396100466-1N9A2TIRQZHROM292AIQ/unisex-staple-t-shirt-black-heather-front-67f95ef9ed313.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396104361-QLEYVS5DM68M0BT7XWLU/unisex-staple-t-shirt-black-heather-front-67f95ef9ee46d.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396107842-BK74Z3XCDFUFRRFRP9O7/unisex-staple-t-shirt-black-heather-left-front-67f95ef9f0baa.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396109895-N1MYPC6NUX0C9U1J505R/unisex-staple-t-shirt-black-heather-right-front-67f95ef9f1c4a.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396114219-FAI3G1H0U42IZ8471EDW/unisex-staple-t-shirt-red-left-front-67f95efa06d4e.jpg https://images.squarespace-cdn.com/content/v1/5e5cb3cf2e298c72257a4c97/1744396115918-8UCDBQZ2H8T5EBN32U7L/unisex-staple-t-shirt-red-right-front-67f95efa09505.jpg,False,
67f95f050c327713e999ad46,19,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'image_link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",image_link,,True,c2c_marketplace:mini_shops:whatsapp:da:groups
67f95f050c327713e999ad46,19,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67f962e4a09e6c2d8ff478f2,20,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"<p style='white-space:pre-wrap;' data-rte-preserve-empty='true'>Step up your shoe game with the High Top Canvas Shoes. These handmade, trendy shoes are sure to spice up your outfit. Get yours now!<br><br>• 100% polyester, canvas upper side<br>• Ethylene-vinyl acetate (EVA) rubber outsole<br>• Breathable lining, soft insole<br>• Faux leather toe cap<br>• Padded collar, lace-up front<br>• Soles and laces in matching colors<br>• Blank product sourced from China<br><br>Important: This product is available in the following countries: United States, Canada, Australia, United Kingdom, New Zealand, Japan, Austria, Andorra, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Holy See (Vatican city), Hungary, Iceland, Ireland, Italy, Latvia, Lithuania, Liechtenstein, Luxemburg, Malta, Monaco, Netherlands, Norway, Poland, Portugal, San Marino, Slovakia, Slovenia, Switzerland, Spain, Sweden, and Turkey. If your shipping address is outside these countries, please choose a different product.<br><br>Disclaimer: The shoes will have a glue-like smell when opening the box. The smell will disappear a few days after the shoes are unpacked.<br><br>This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!</p><p style='white-space:pre-wrap;' data-rte-preserve-empty='true'><strong><span>Please note</span></strong><span>: For orders being shipped to the US, additional import duties or taxes may apply upon delivery if your item ships from overseas. These fees are not included in the item price and will be your responsibility to pay.</span></p><p style='white-space:pre-wrap;' data-rte-preserve-empty='true'><span>Alternatively, we recommend choosing products that are not shipped from China to avoid potential customs fees.</span></p><p style='white-space:pre-wrap;' data-rte-preserve-empty='true'><span>Transparency builds trust — thank you for understanding!</span><br><br>Age restrictions: For adults<br>EU Warranty: 2 years<br>Other compliance information: Meets the lead, cadmium, mercury, flammability, formaldehyde, azo dyes and BPS level requirements.<br><br>In compliance with the General Product Safety Regulation (GPSR), <strong>Typotecture</strong> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <strong>typotecture.design@gmail.com</strong> or write to us <strong>Kriška 22, 10000 Zagreb, Croatia, Europe.</strong></p>",False,mini_shops
67f962e4a09e6c2d8ff478f2,20,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,suck-my-ballz-mens-high-top-canvas-shoes,False,
67f962e4a09e6c2d8ff478f2,20,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67f984841295da021ce3ac96,21,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"These swim trunks have everything you need for a hot summer day—they’re quick-drying and breathable, have multiple pockets for your belongings, and feature a silky, anti-chafe inner liner. Get yours now!<br />
<br />
• Fabric composition: 91% recycled polyester, 9% spandex<br />
• Lining composition: 92% polyester, 8% spandex (in the US), and 90% polyester, 10% elastane (in the EU)<br />
• Fabric weight (may vary by 5%): 5.13 oz/yd² (174 g/m²) <br />
• Four-way stretch water-repellent microfiber fabric<br />
• Anti-chafe mesh inner liner<br />
• Elastic waistband with drawcord<br />
• Mesh pockets<br />
• Small inside pocket for valuables<br />
• UPF 50&#43; protection<br />
• Blank product sourced from China<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
Other compliance information: Meets the formaldehyde, azo dyes, lead and cadmium level requirements.<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67f984841295da021ce3ac96,21,Recommended to improve quality,Content is in uppercase,"Make sure your title and description are not entirely in uppercase. In your description, capitalize only the first word of a sentence and any proper nouns like brand names. Use lowercase for everything else.",title,EMBRACE THE CHAOS,False,
67f984841295da021ce3ac96,21,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,recycled-swim-trunks,False,
67f984841295da021ce3ac96,21,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67f98849a09e6c2d8ff4a4c7,22,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"Who knew that the softest hoodie you&#39;ll ever own comes with such a cool design. You won&#39;t regret buying this classic streetwear piece of apparel with a convenient pouch pocket and warm hood for chilly evenings.<br />
<br />
• 100% cotton face<br />
• 65% ring-spun cotton, 35% polyester<br />
• Front pouch pocket<br />
• Self-fabric patch on the back<br />
• Matching flat drawstrings<br />
• 3-panel hood<br />
• Blank product sourced from Pakistan<br />
<br />
Disclaimer: This hoodie runs small. For the perfect fit, we recommend ordering one size larger than your usual size.<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
• Traceability:<br />
- Weaving—Pakistan<br />
- Dyeing—Pakistan<br />
- Manufacturing—Pakistan<br />
• Contains 0% recycled polyester<br />
• Contains 0% dangerous substances<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
Other compliance information: Meets the flammability, lead, cadmium, bisphenols and phthalates level requirements.<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67f98849a09e6c2d8ff4a4c7,22,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,lost-in-letters-unisex-hoodie-1,False,
67f98849a09e6c2d8ff4a4c7,22,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67f98e0e0c327713e999e543,23,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"Upgrade your basics with this micro-rib tank top. Crafted from soft Airlume cotton, it features thick straps and a mid-length cut. Pair it with jeans or layer it under a blazer for a chic look.<br />
<br />
• 52% Airlume combed and ring-spun cotton, 48% polyester<br />
• Athletic Heather colors are 90% Airlume combed and ring-spun cotton and 10% polyester<br />
• Fabric weight: 5.4 oz./yd.² (183 g/m²)<br />
• Yarn diameter: 32 singles<br />
• 1 × 1 micro rib<br />
• Pre-shrunk<br />
• Stretch fit<br />
• Mid-length<br />
• Thick straps<br />
• Scoop neck<br />
• Side-seamed construction<br />
• Blank product sourced from Nicaragua<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
Other compliance information: Meets the flammability level requirements.<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67f98e0e0c327713e999e543,23,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,womens-micro-rib-tank-top,False,
67f98e0e0c327713e999e543,23,Item not uploaded,Item belongs to Primary Feed Not Linked To Supplementary Feed,Item belongs to a primary feed which is not linked with supplementary feed updating the item.,id,67f98e0e0c327713e999e543,False,
67f98e0e0c327713e999e543,23,Recommended to improve quality,A required field is missing,"Ne možete prenijeti artikle bez informacija 'link'. Provjerite je li to polje uključeno za svaki artikl u zasebnom, označenom stupcu.",link,,True,mini_shops:da
67f99169a09e6c2d8ff4aed9,24,Recommended to improve quality,HTML format isn't supported,"Please check that your file is in the correct format. Supported file formats include CSV, TSV or RSS/ATOM XML.",description,"This sleek Samsung® case protects your phone from scratches, dust, oil, and dirt. It has a solid back and flexible sides that make it easy to take on and off, with precisely aligned cuts and holes. <br />
<br />
• Solid polycarbonate back<br />
• 0.02″ (0.5 mm) raised bezel<br />
• See-through sides<br />
• Wireless charging compatible<br />
• Easy to take on and off<br />
<br />
Important: This product can’t be shipped to South Korea, Hong Kong, Taiwan, Japan, or Singapore. If your shipping address is in these regions, please choose a different product.<br />
<br />
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!<br />
<br />
<span style='color:#f7b500'>⚠</span> <b>Warning:</b> This product can expose you to chemicals, including Bisphenol A (BPA) which is known to the State of California to cause birth defects or other reproductive harm. For more information go to <a href='https://www.p65warnings.ca.gov' rel='nofollow'>https://www.p65warnings.ca.gov</a><br />
<br />
Age restrictions: For adults<br />
EU Warranty: 2 years<br />
Other compliance information: Meets the lead, cadmium, mercury, Hexavalent Chromium, azo dyes, Polycyclic aromatic hydrocarbons, and phthalates level requirements.<br />
<br />
In compliance with the General Product Safety Regulation (GPSR), <b>Typotecture</b> ensures that all consumer products offered are safe and meet EU standards. For any product safety related inquiries or concerns, please contact us at <b>typotecture.design&#64;gmail.com</b> or write to us <b>Kriška 22, 10000 Zagreb, Croatia, Europe.<b></b></b>",False,mini_shops
67f99169a09e6c2d8ff4aed9,24,Recommended to improve quality,URL Incorrectly Formatted,"The provided URL is formatted incorrectly. If multiple links are included in one field, separate them using a comma. Specifying username and password in the URL is not supported.",link,clear-case-for-samsung-1,False,
